scope,view,base_graph_id,base_instance_id,size_stratum,n_levels,kappa,R2,absolute_feasibility_log_slope,absolute_R2,slope_identity_residual,min_D,max_D,n_base_graphs,kappa_median,kappa_q1,kappa_q3,kappa_iqr,kappa_min,kappa_max,number_negative,number_0_to_1,number_at_least_1,spearman_D_vs_p_feas,spearman_D_vs_G_feas,spearman_n_p_feas,spearman_n_G_feas,max_abs_slope_identity_residual
base_graph,P3_RANDOM_ORIGINAL,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,7,-2.020089216149987,0.5657798887281456,-3.02008921615005,0.7443958385195082,-6.306066779870889e-14,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_RANDOM_ORIGINAL,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,7,-2.1669702560457966,0.7369981357969615,-3.1669702560458,0.8568432730490981,-3.552713678800501e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_RANDOM_ORIGINAL,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,7,-0.02249982992966631,0.0019013217017117556,-1.022499829929746,0.7973305601284528,-7.971401316808624e-14,3.8622374211843744,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_RANDOM_ORIGINAL,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,7,0.37591467491897484,0.7704576424527646,-0.6240853250810297,0.9024498855260188,-4.440892098500626e-15,3.9133899436317554,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_RANDOM_ORIGINAL,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,7,-0.1160931741508682,0.07618433957940307,-1.1160931741509355,0.8840173874685041,-6.727951529228449e-14,4.719569917615643,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_RANDOM_ORIGINAL,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,7,0.4386733421584292,0.7270932355859808,-0.5613266578415907,0.8135160451884452,-1.9984014443252818e-14,4.640388671568018,5.719569917615643,,,,,,,,,,,,,,,
aggregate,P3_RANDOM_ORIGINAL,,,ALL,56,,,,,,,,10.0,-0.5399946195590987,-2.0483731749086447,-0.04589816598496678,2.002475008923678,-2.784564871027429,0.4386733421584292,8.0,2.0,0.0,-0.6196519946982008,0.7606623255371832,56.0,56.0,1.1723955140041653e-13
base_graph,P3_CONTINUATION_B1,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,3,1.7504082802818004,0.49227525809678374,0.7504082802818031,0.1512442662129152,2.6645352591003757e-15,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,3,0.2004656405203798,0.9782587366544826,-0.7995343594796198,0.9986048197265397,4.440892098500626e-16,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,4,-0.7870788317194858,0.6803882084827841,-1.787078831719485,0.9164892412282908,8.881784197001252e-16,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,4,0.7002529934650759,0.15703562924141878,-0.29974700653491804,0.03300744232202735,6.106226635438361e-15,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,7,0.335211925861714,0.21973427161519665,-0.6647880741382899,0.5255265718180238,-3.885780586188048e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,7,0.39925262770488534,0.16914263591784418,-0.6007473722951133,0.31549448194733465,1.3322676295501878e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,7,0.8560222581007267,0.7142364066975196,-0.1439777418992693,0.06603671922188792,3.969047313034935e-15,3.8622374211843744,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,7,0.3242129758086553,0.3387979579961713,-0.6757870241913512,0.6900384713595598,-6.5503158452884236e-15,3.9133899436317554,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,7,1.2025442960901696,0.7676286329553015,0.20254429609018673,0.08568454286467742,1.7180701306074297e-14,4.719569917615643,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,7,0.16753669635182417,0.3524554063026396,-0.832463303648191,0.9307398374407465,-1.509903313490213e-14,4.640388671568018,5.719569917615643,,,,,,,,,,,,,,,
aggregate,P3_CONTINUATION_B1,,,ALL,56,,,,,,,,10.0,0.36723227678329967,0.23140247434244868,0.817079941941814,0.5856774675993653,-0.7870788317194858,1.7504082802818004,1.0,7.0,2.0,-0.7721880304832751,0.9338899087774076,56.0,56.0,1.7180701306074297e-14
base_graph,P3_CONTINUATION_B1_SELECTED,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,7,-0.10826523347165759,0.014292566659989125,-1.1082652334716627,0.6030797998244687,-5.10702591327572e-15,3.8622374211843744,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,7,-1.0270845401045527,0.8606535344174607,-2.0270845401045756,0.960092957231737,-2.3092638912203256e-14,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,7,0.3578455487896857,0.45509244350465317,-0.6421544512103262,0.7289573796358737,-1.1879386363489175e-14,4.719569917615643,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,4,0.28639490402736106,0.031684064558897496,-0.7136050959726415,0.16884595042252737,-2.55351295663786e-15,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,4,-0.26390365054926623,0.44141800690263455,-1.263903650549266,0.947714955830549,2.220446049250313e-16,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,7,0.2858234816079089,0.21773104533077892,-0.7141765183921018,0.6347324371928119,-1.0658141036401503e-14,4.640388671568018,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,3,0.48648024763684106,0.38988199010242575,-0.5135197523631557,0.4159008382653745,3.219646771412954e-15,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,7,0.02942880469048282,0.0025951358605151853,-0.9705711953095245,0.7389086060770094,-7.327471962526033e-15,3.9133899436317554,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,7,-0.30894379669304073,0.5375944336607438,-1.3089437966930457,0.9542744893409507,-5.10702591327572e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B1_SELECTED,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,3,0.005665434492459058,0.2641978525529509,-0.9943345655075405,0.9999095947035967,4.440892098500626e-16,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
aggregate,P3_CONTINUATION_B1_SELECTED,,,ALL,56,,,,,,,,10.0,0.017547119591470938,-0.22499404627986408,0.286252048422498,0.511246094702362,-1.0270845401045527,0.48648024763684106,4.0,6.0,0.0,-0.8582375071727923,0.8884027052809618,56.0,56.0,2.3092638912203256e-14
base_graph,P3_CONTINUATION_B2_SELECTED,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,4,0.9275753494273657,0.29349357097064566,-0.07242465057263021,0.002526145811458269,4.038436252074007e-15,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,4,-0.25995185910366797,0.628249141291267,-1.2599518591036691,0.9754306080808848,-1.1102230246251565e-15,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,7,-1.07488772169069,0.8930638783167768,-2.0748877216907067,0.968865465000912,-1.687538997430238e-14,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,3,0.4661582476861361,0.2987388813757208,-0.533841752313861,0.3584353033525519,2.886579864025407e-15,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,7,-0.08952570543720025,0.01132343291509963,-1.089525705437209,0.6291217469554223,-8.659739592076221e-15,3.8622374211843744,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,7,-0.2406846868360884,0.8042429010836794,-1.2406846868360908,0.9909229599604867,-2.4424906541753444e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,7,0.15564072125752976,0.10056703310919513,-0.8443592787424722,0.7669405269260243,-1.887379141862766e-15,3.9133899436317554,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,7,0.20999808577963852,0.12160472645949383,-0.7900019142203663,0.6620745947919819,-4.773959005888173e-15,4.640388671568018,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,7,0.26397707413793975,0.48028239077395996,-0.7360229258620655,0.8778136144107669,-5.218048215738236e-15,4.719569917615643,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B2_SELECTED,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,3,-0.00021150181743561554,4.097966741245518e-05,-1.000211501817436,0.9989101049058006,-4.440892098500626e-16,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
aggregate,P3_CONTINUATION_B2_SELECTED,,,ALL,56,,,,,,,,10.0,0.07771460972004707,-0.20289494148636636,0.25048232704836443,0.4533772685347308,-1.07488772169069,0.9275753494273657,5.0,5.0,0.0,-0.8719520700314951,0.9009202364687054,56.0,56.0,1.687538997430238e-14
base_graph,P3_CONTINUATION_B4_SELECTED,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,4,1.1123692822052782,0.3935073097827273,0.11236928220528333,0.00657746399854553,5.134781488891349e-15,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,4,-0.32765914508263344,0.9882008398191992,-1.3276591450826336,0.9992732892876349,-2.220446049250313e-16,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,7,-0.968304871798985,0.7834192247910339,-1.9683048717989948,0.9372896804801955,-9.992007221626409e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,3,0.3772533933171686,0.18623769887477126,-0.6227466066828287,0.38409583679278747,2.6645352591003757e-15,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,7,-0.14207156769188678,0.031632553922696816,-1.142071567691893,0.6785489679716308,-6.217248937900877e-15,3.8622374211843744,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,7,-0.24601727151767994,0.6223898615153738,-1.246017271517681,0.9768946818676508,-8.881784197001252e-16,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,7,0.014183597923525871,0.0017972933802228308,-0.9858164020764814,0.896885973943526,-7.216449660063518e-15,3.9133899436317554,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,7,0.13234055756314908,0.05408953769543334,-0.8676594424368536,0.71081267778677,-2.6645352591003757e-15,4.640388671568018,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,7,0.10468531109499997,0.13329390999230273,-0.8953146889050159,0.9183614535179561,-1.587618925213974e-14,4.719569917615643,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_CONTINUATION_B4_SELECTED,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,3,-0.03637498350238577,0.9360351300005115,-1.0363749835023857,0.9999158247175481,0.0,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
aggregate,P3_CONTINUATION_B4_SELECTED,,,ALL,56,,,,,,,,10.0,-0.01109569278942995,-0.22003084556123165,0.1254267459461118,0.34545759150734345,-0.968304871798985,1.1123692822052782,5.0,4.0,1.0,-0.8753721605199497,0.9002704192758991,56.0,56.0,1.587618925213974e-14
base_graph,P3_NELDER_MEAD_B1,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,4,0.6310290856441252,0.18019797366736967,-0.3689709143558754,0.06989684054859724,-6.106226635438361e-16,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,4,-0.16719169699770156,0.10053875132863455,-1.167191696997702,0.8449037670308895,-4.440892098500626e-16,2.4082399653118496,3.010299956639812,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,7,-2.6999533678075847,0.7679459344835896,-3.6999533678075847,0.8613944471541797,0.0,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,3,0.15903026070712636,0.08396419032339042,-0.8409697392928698,0.7193535549303032,3.885780586188048e-15,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,7,-1.3190346801176125,0.8835206027570384,-2.3190346801177575,0.9590935903153899,-1.4521717162097048e-13,3.8622374211843744,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,7,0.0197131013086883,0.0008167765043552988,-0.9802868986913144,0.6690287913439581,-2.6645352591003757e-15,3.0682919036174985,3.9133899436317554,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,7,-1.7437959744522005,0.4943346838913848,-2.7437959744522,0.7076284639286178,4.440892098500626e-16,3.9133899436317554,4.816479930623699,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,7,-0.15717007515589485,0.0468941221607756,-1.1571700751559602,0.7273015890197391,-6.52811138479592e-14,4.719569917615643,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,7,-0.8933603839861767,0.3830686633296352,-1.8933603839861939,0.7360801219715931,-1.7319479184152442e-14,4.640388671568018,5.719569917615643,,,,,,,,,,,,,,,
base_graph,P3_NELDER_MEAD_B1,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,3,-0.06433854061684262,0.8310538717361462,-1.064338540616843,0.999257700096773,-4.440892098500626e-16,1.630088714928206,2.1072099696478683,,,,,,,,,,,,,,,
aggregate,P3_NELDER_MEAD_B1,,,ALL,56,,,,,,,,10.0,-0.1621808860767982,-1.2126161060847536,-0.0012998091726944272,1.2113162969120592,-2.6999533678075847,0.6310290856441252,7.0,3.0,0.0,-0.879647273630518,0.5768666626876341,56.0,56.0,1.4521717162097048e-13
