response,base_graph_id,split,size_m,objective,n_levels,eta,intercept,RMSE,slope_vs_D
P_opt,g-595b062626366822,development,18,O3,6,0.677905735353285,0.9644750442534262,0.38281303535179095,
P_opt,g-63a93cc8703f978f,development,12,O0,6,0.5419078101906266,0.18079706667559373,0.03918460470523187,
P_opt,g-63a93cc8703f978f,development,12,O2,6,0.058791895862516236,-1.2749201417480458,0.0670160636821641,
P_opt,g-63a93cc8703f978f,development,12,O3,6,0.14943844462301037,-0.9487681740920054,0.08804106566546599,
P_opt,g-6561c85f253791c6,development,18,O0,6,1.1311680786680323,3.1844478002905485,0.050663472669691685,
P_opt,g-6561c85f253791c6,development,18,O2,6,0.3139583357902324,-0.16028052826484718,0.17100696519484765,
P_opt,g-6561c85f253791c6,development,18,O3,6,0.34477097121485517,-0.043218173454253744,0.09662488336786729,
P_opt,g-65a5f4b07fa94104,extrapolation_holdout,20,O0,6,0.06052867241888887,-2.340562068179497,0.15761182157242296,
P_opt,g-65a5f4b07fa94104,extrapolation_holdout,20,O2,6,-0.43693760967851913,-4.768624666938816,0.0878049439321981,
P_opt,g-65a5f4b07fa94104,extrapolation_holdout,20,O3,6,0.39799567619622617,-0.39183107516335414,0.28544514483188427,
P_opt,g-8e75832e853cc6ea,development,14,O0,6,-1.0400505408258454,-5.641580710317011,0.19025509077606448,
P_opt,g-8e75832e853cc6ea,development,14,O2,6,-0.35885510985781444,-2.9481538947913153,0.040189862071759334,
P_opt,g-8e75832e853cc6ea,development,14,O3,6,-0.6194506554777913,-3.864740321717003,0.06581961455708878,
P_opt,g-b4c9d2e42a3dc98f,interpolation_holdout,18,O0,6,0.31727335999834516,-1.1498164703282783,0.20927039402985842,
P_opt,g-b4c9d2e42a3dc98f,interpolation_holdout,18,O2,6,-0.3326144619257946,-3.528712819639898,0.07107695371743217,
P_opt,g-b4c9d2e42a3dc98f,interpolation_holdout,18,O3,6,-0.044707472035462936,-2.2967927768968948,0.045076234546435355,
P_opt,g-b8890b869f8ae8b3,extrapolation_holdout,20,O0,6,-0.02273458249167555,-2.675839621577346,0.19593350318522737,
P_opt,g-b8890b869f8ae8b3,extrapolation_holdout,20,O2,6,0.6004776861539936,1.4010992867913166,0.12866558254090013,
P_opt,g-b8890b869f8ae8b3,extrapolation_holdout,20,O3,6,0.5171732426925937,0.902695569739056,0.11098131624969267,
P_opt,g-c0fc2d5e7eacaffa,development,16,O0,6,-0.025800256265896725,-2.444762786327077,0.4756210440052129,
P_opt,g-c0fc2d5e7eacaffa,development,16,O2,6,0.13100336838281781,-1.369974790372606,0.1252816912556105,
P_opt,g-c0fc2d5e7eacaffa,development,16,O3,6,-0.025519985474197003,-1.9918314490953535,0.17176680621293486,
P_opt,g-cd9098863d67a067,development,16,O0,6,0.9193590849331434,1.5258616670624714,0.23369388198481736,
P_opt,g-cd9098863d67a067,development,16,O2,6,-0.14580932943791042,-2.2870740847771587,0.08769272206454289,
P_opt,g-cd9098863d67a067,development,16,O3,6,-0.006597183743238284,-1.7322111494795318,0.12468767353539018,
P_opt,g-e7e26759e1ed20ef,development,16,O0,6,0.7112754243559715,0.7743915577922607,0.25047096681053677,
P_opt,g-e7e26759e1ed20ef,development,16,O2,6,0.3047243706573958,-0.6577765664403439,0.32598434822844746,
P_opt,g-e7e26759e1ed20ef,development,16,O3,6,-0.4132574132205556,-3.5407015921066294,0.13145940610091147,
P_opt,g-f9e9faf277cb53e1,development,14,O0,6,-0.31972731250608316,-2.793604148882141,0.0362417770677684,
P_opt,g-f9e9faf277cb53e1,development,14,O2,6,-0.45891162052641216,-3.1770800441098364,0.06042510347930015,
P_opt,g-f9e9faf277cb53e1,development,14,O3,6,-0.4461149918148644,-3.1642328783131513,0.034572148961499884,
P_opt_given_feasible,g-0510569b7dbe24ff,development,18,O0,6,,-3.124672184444006,,0.7178757987340623
P_opt_given_feasible,g-0510569b7dbe24ff,development,18,O2,6,,-3.2753015352339703,,0.7597407015957128
P_opt_given_feasible,g-0510569b7dbe24ff,development,18,O3,6,,-3.3619562640265217,,0.7793168235242801
P_opt_given_feasible,g-0deca2d7d26bc264,extrapolation_holdout,20,O0,6,,-3.1704921810653337,,0.6688300884722346
P_opt_given_feasible,g-0deca2d7d26bc264,extrapolation_holdout,20,O2,6,,-3.4764338808633832,,0.7181887389835895
P_opt_given_feasible,g-0deca2d7d26bc264,extrapolation_holdout,20,O3,6,,-3.4643445239745594,,0.7144045123073379
P_opt_given_feasible,g-22d56a3beb2cd856,development,14,O0,6,,-3.5355015473429416,,1.1042850254532943
P_opt_given_feasible,g-22d56a3beb2cd856,development,14,O2,6,,-3.560684583955157,,1.1102677497928088
P_opt_given_feasible,g-22d56a3beb2cd856,development,14,O3,6,,-3.554907565472985,,1.1090208753740038
P_opt_given_feasible,g-275f626d73d8e8bd,development,12,O0,6,,-3.029250368213294,,1.105188298963078
P_opt_given_feasible,g-275f626d73d8e8bd,development,12,O2,6,,-2.7270993337346487,,1.011904459343417
P_opt_given_feasible,g-275f626d73d8e8bd,development,12,O3,6,,-2.775854814846511,,1.0290746821337022
P_opt_given_feasible,g-2fd196f1ec0acd82,development,12,O0,6,,-0.8793751156956608,,0.5415071623750918
P_opt_given_feasible,g-2fd196f1ec0acd82,development,12,O2,6,,-0.7548028736617461,,0.5032406400965531
P_opt_given_feasible,g-2fd196f1ec0acd82,development,12,O3,6,,-0.4889842815263418,,0.42447937347018244
P_opt_given_feasible,g-3115314f81a28bbb,interpolation_holdout,14,O0,6,,-4.002558459448154,,1.185177563953882
P_opt_given_feasible,g-3115314f81a28bbb,interpolation_holdout,14,O2,6,,-3.987498527269334,,1.1776687542646782
P_opt_given_feasible,g-3115314f81a28bbb,interpolation_holdout,14,O3,6,,-3.8985043840627096,,1.1526384678321886
P_opt_given_feasible,g-340c0c88fcc14180,interpolation_holdout,16,O0,6,,-2.7442555170868337,,0.7648462617628257
P_opt_given_feasible,g-340c0c88fcc14180,interpolation_holdout,16,O2,6,,-2.532785784933322,,0.7215973160315823
P_opt_given_feasible,g-340c0c88fcc14180,interpolation_holdout,16,O3,6,,-2.504587866793907,,0.7184438926212829
P_opt_given_feasible,g-3973175f1911b646,development,18,O0,6,,-2.722249675310286,,0.6359647476322925
P_opt_given_feasible,g-3973175f1911b646,development,18,O2,6,,-3.134670512670154,,0.7325509898066357
P_opt_given_feasible,g-3973175f1911b646,development,18,O3,6,,-3.1324963238723247,,0.7339268420184114
P_opt_given_feasible,g-3cf4bd3967c31b19,development,14,O0,6,,-2.3611805575163083,,0.7758134145204847
P_opt_given_feasible,g-3cf4bd3967c31b19,development,14,O2,6,,-2.483975220938559,,0.8050761461598154
P_opt_given_feasible,g-3cf4bd3967c31b19,development,14,O3,6,,-2.356630171975236,,0.7730651720639025
P_opt_given_feasible,g-3e6704b429f1ca32,extrapolation_holdout,20,O0,6,,-2.6622679780743455,,0.5764182425162043
P_opt_given_feasible,g-3e6704b429f1ca32,extrapolation_holdout,20,O2,6,,-2.6433257003771122,,0.5739286819041295
P_opt_given_feasible,g-3e6704b429f1ca32,extrapolation_holdout,20,O3,6,,-2.655083803096902,,0.5775721762007359
P_opt_given_feasible,g-4471e11eca661209,extrapolation_holdout,20,O0,6,,-2.7201510447478916,,0.6048584101271555
P_opt_given_feasible,g-4471e11eca661209,extrapolation_holdout,20,O2,6,,-3.4143219892201953,,0.7100785082348052
P_opt_given_feasible,g-4471e11eca661209,extrapolation_holdout,20,O3,6,,-3.475839308975189,,0.7240720693719167
P_opt_given_feasible,g-4baa18b9cb3958b8,development,12,O0,6,,-2.7718466785231235,,1.0654116098364261
P_opt_given_feasible,g-4baa18b9cb3958b8,development,12,O2,6,,-2.624014012190252,,0.986102965975762
P_opt_given_feasible,g-4baa18b9cb3958b8,development,12,O3,6,,-2.5562446974872257,,0.9719205411762748
P_opt_given_feasible,g-5017fd274a1c10ec,development,16,O0,6,,-3.597377268164165,,0.9255205630897435
P_opt_given_feasible,g-5017fd274a1c10ec,development,16,O2,6,,-3.232322333696944,,0.8560899476875921
P_opt_given_feasible,g-5017fd274a1c10ec,development,16,O3,6,,-3.0720589926538735,,0.8202888888570802
P_opt_given_feasible,g-51ac21fe95f0c3f4,interpolation_holdout,12,O0,6,,-2.6375132678717326,,0.9945343896184683
P_opt_given_feasible,g-51ac21fe95f0c3f4,interpolation_holdout,12,O2,6,,-2.683222721150588,,1.0039823669695997
P_opt_given_feasible,g-51ac21fe95f0c3f4,interpolation_holdout,12,O3,6,,-2.683492435754604,,1.0040105941303523
P_opt_given_feasible,g-595b062626366822,development,18,O0,6,,-3.382256079772645,,0.7627937502930197
P_opt_given_feasible,g-595b062626366822,development,18,O2,6,,-3.335453648940809,,0.7706277470358741
P_opt_given_feasible,g-595b062626366822,development,18,O3,6,,-3.345943665253463,,0.7726296749849629
P_opt_given_feasible,g-63a93cc8703f978f,development,12,O0,6,,-2.094268062814912,,0.8450078461075787
P_opt_given_feasible,g-63a93cc8703f978f,development,12,O2,6,,-2.2324213123554513,,0.873168089641004
P_opt_given_feasible,g-63a93cc8703f978f,development,12,O3,6,,-1.873806296695406,,0.766746920836615
P_opt_given_feasible,g-6561c85f253791c6,development,18,O0,6,,-1.55099606154493,,0.44208030706886725
P_opt_given_feasible,g-6561c85f253791c6,development,18,O2,6,,-1.8860205020431071,,0.5142278284480566
P_opt_given_feasible,g-6561c85f253791c6,development,18,O3,6,,-2.042087458347599,,0.5443626774460163
P_opt_given_feasible,g-65a5f4b07fa94104,extrapolation_holdout,20,O0,6,,-3.6761353340458838,,0.75657422696123
P_opt_given_feasible,g-65a5f4b07fa94104,extrapolation_holdout,20,O2,6,,-3.837685424569848,,0.785280556980551
P_opt_given_feasible,g-65a5f4b07fa94104,extrapolation_holdout,20,O3,6,,-3.9377807281265467,,0.8012418455646261
P_opt_given_feasible,g-8e75832e853cc6ea,development,14,O0,6,,-1.8901825500959515,,0.6849595353811688
P_opt_given_feasible,g-8e75832e853cc6ea,development,14,O2,6,,-0.7297127885959167,,0.3824665965366964
P_opt_given_feasible,g-8e75832e853cc6ea,development,14,O3,6,,-0.7577459178505339,,0.39145867540230306
P_opt_given_feasible,g-b4c9d2e42a3dc98f,interpolation_holdout,18,O0,6,,-2.8180809822717556,,0.6774124942692564
P_opt_given_feasible,g-b4c9d2e42a3dc98f,interpolation_holdout,18,O2,6,,-3.1582036075462137,,0.7416643705892217
P_opt_given_feasible,g-b4c9d2e42a3dc98f,interpolation_holdout,18,O3,6,,-3.111048377216525,,0.7293972054112745
P_opt_given_feasible,g-b8890b869f8ae8b3,extrapolation_holdout,20,O0,6,,-1.806916827263204,,0.44073651815815756
P_opt_given_feasible,g-b8890b869f8ae8b3,extrapolation_holdout,20,O2,6,,-2.744070879364425,,0.6235599024018842
P_opt_given_feasible,g-b8890b869f8ae8b3,extrapolation_holdout,20,O3,6,,-2.672326386446594,,0.6108267423355099
P_opt_given_feasible,g-c0fc2d5e7eacaffa,development,16,O0,6,,-2.114241198290362,,0.5864158785184079
P_opt_given_feasible,g-c0fc2d5e7eacaffa,development,16,O2,6,,-2.0787587650218735,,0.5885233490115326
P_opt_given_feasible,g-c0fc2d5e7eacaffa,development,16,O3,6,,-2.0911830081466136,,0.5938848925302734
P_opt_given_feasible,g-cd9098863d67a067,development,16,O0,6,,-3.044416761809911,,0.7991889660896633
P_opt_given_feasible,g-cd9098863d67a067,development,16,O2,6,,-3.168372154362273,,0.8455260430681637
P_opt_given_feasible,g-cd9098863d67a067,development,16,O3,6,,-3.0713623979025853,,0.8249001803156177
P_opt_given_feasible,g-e7e26759e1ed20ef,development,16,O0,6,,-4.138948015637838,,1.0931336606036308
P_opt_given_feasible,g-e7e26759e1ed20ef,development,16,O2,6,,-4.126606443259863,,1.0865350386539279
P_opt_given_feasible,g-e7e26759e1ed20ef,development,16,O3,6,,-4.111239634084489,,1.084307383237597
P_opt_given_feasible,g-f9e9faf277cb53e1,development,14,O0,6,,-2.446511122416358,,0.8245143470194783
P_opt_given_feasible,g-f9e9faf277cb53e1,development,14,O2,6,,-2.6585248933347447,,0.8715916227784377
P_opt_given_feasible,g-f9e9faf277cb53e1,development,14,O3,6,,-2.5757745459913206,,0.8426566465623311
