task_id,graph_id,base_instance_id,size_stratum,tightness_level,target_n_edges,actual_n_edges,budget,generation_seed,duplicate_budget,duplicate_feasible_set,task_path
task-ea4bec6fe8a7,g-dcee0d154a6a56e8,S2-b002-g-dcee0d154a6a56e8,S2,T4,10,10,20.0,591840880,False,False,data/tasks/phase0/task-ea4bec6fe8a7.json
task-38bc946f1860,g-dcee0d154a6a56e8,S2-b002-g-dcee0d154a6a56e8,S2,T5,10,10,20.0,591840880,True,True,data/tasks/phase0/task-38bc946f1860.json
task-2aaeeb72eba4,g-dcee0d154a6a56e8,S2-b002-g-dcee0d154a6a56e8,S2,T6,10,10,19.0,591840880,False,False,data/tasks/phase0/task-2aaeeb72eba4.json
task-0b722f0689b8,g-dcee0d154a6a56e8,S2-b002-g-dcee0d154a6a56e8,S2,T7,10,10,19.0,591840880,True,True,data/tasks/phase0/task-0b722f0689b8.json
task-b5ca8a15143a,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T1,10,10,18.0,4278703920,False,False,data/tasks/phase0/task-b5ca8a15143a.json
task-9ea7f849c3b0,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T2,10,10,16.0,4278703920,False,False,data/tasks/phase0/task-9ea7f849c3b0.json
task-7c8ef260f515,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T3,10,10,16.0,4278703920,True,True,data/tasks/phase0/task-7c8ef260f515.json
task-97c4300f4ecb,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T4,10,10,8.0,4278703920,False,False,data/tasks/phase0/task-97c4300f4ecb.json
task-270410330ec3,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T5,10,10,8.0,4278703920,True,True,data/tasks/phase0/task-270410330ec3.json
task-24f57792cdb2,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T6,10,10,5.0,4278703920,False,False,data/tasks/phase0/task-24f57792cdb2.json
task-c75cc09b0a57,g-1aeebbf57e1fc02e,S2-b003-g-1aeebbf57e1fc02e,S2,T7,10,10,5.0,4278703920,True,True,data/tasks/phase0/task-c75cc09b0a57.json
task-e17134f44028,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T1,10,10,17.0,1587405029,False,False,data/tasks/phase0/task-e17134f44028.json
task-11bd43193b3d,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T2,10,10,17.0,1587405029,True,True,data/tasks/phase0/task-11bd43193b3d.json
task-20b889f4a9a5,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T3,10,10,17.0,1587405029,True,True,data/tasks/phase0/task-20b889f4a9a5.json
task-cddedc018822,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T4,10,10,11.0,1587405029,False,False,data/tasks/phase0/task-cddedc018822.json
task-67219ee99f49,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T5,10,10,11.0,1587405029,True,True,data/tasks/phase0/task-67219ee99f49.json
task-794af57359d6,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T6,10,10,9.0,1587405029,False,False,data/tasks/phase0/task-794af57359d6.json
task-6bac1dc34486,g-09b1133f6e4fd993,S2-b004-g-09b1133f6e4fd993,S2,T7,10,10,9.0,1587405029,True,True,data/tasks/phase0/task-6bac1dc34486.json
task-b4787dfa5301,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T1,13,13,18.0,930364260,False,False,data/tasks/phase0/task-b4787dfa5301.json
task-49f671a90c02,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T2,13,13,14.0,930364260,False,False,data/tasks/phase0/task-49f671a90c02.json
task-c3589615ff13,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T3,13,13,13.0,930364260,False,False,data/tasks/phase0/task-c3589615ff13.json
task-ba628c9391ae,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T4,13,13,12.0,930364260,False,False,data/tasks/phase0/task-ba628c9391ae.json
task-076a65d1635c,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T5,13,13,10.0,930364260,False,False,data/tasks/phase0/task-076a65d1635c.json
task-e5a701efbf9d,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T6,13,13,10.0,930364260,True,True,data/tasks/phase0/task-e5a701efbf9d.json
task-b7b9286ab261,g-3201b1f700a594cf,S3-b000-g-3201b1f700a594cf,S3,T7,13,13,9.0,930364260,False,False,data/tasks/phase0/task-b7b9286ab261.json
task-5f34474fe250,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T1,13,13,17.0,338975890,False,False,data/tasks/phase0/task-5f34474fe250.json
task-ee90ab1de708,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T2,13,13,16.0,338975890,False,False,data/tasks/phase0/task-ee90ab1de708.json
task-4ec53f46431c,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T3,13,13,13.0,338975890,False,False,data/tasks/phase0/task-4ec53f46431c.json
task-be312d5000ed,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T4,13,13,11.0,338975890,False,False,data/tasks/phase0/task-be312d5000ed.json
task-bb6ddf8dbd0d,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T5,13,13,10.0,338975890,False,False,data/tasks/phase0/task-bb6ddf8dbd0d.json
task-4257f4fc9d97,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T6,13,13,9.0,338975890,False,False,data/tasks/phase0/task-4257f4fc9d97.json
task-7cbbcfbc41d0,g-6312121f837a016a,S3-b001-g-6312121f837a016a,S3,T7,13,13,7.0,338975890,False,False,data/tasks/phase0/task-7cbbcfbc41d0.json
task-6fea0366a895,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T1,13,13,15.0,930615381,False,False,data/tasks/phase0/task-6fea0366a895.json
task-3ef036e3311a,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T2,13,13,12.0,930615381,False,False,data/tasks/phase0/task-3ef036e3311a.json
task-616c8c9fef47,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T3,13,13,11.0,930615381,False,False,data/tasks/phase0/task-616c8c9fef47.json
task-e60c3874ee42,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T4,13,13,10.0,930615381,False,False,data/tasks/phase0/task-e60c3874ee42.json
task-2bab834e7cbb,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T5,13,13,10.0,930615381,True,True,data/tasks/phase0/task-2bab834e7cbb.json
task-93a11dfb8047,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T6,13,13,8.0,930615381,False,False,data/tasks/phase0/task-93a11dfb8047.json
task-2d13bcd2af3d,g-ccccfea2344eea34,S3-b002-g-ccccfea2344eea34,S3,T7,13,13,3.0,930615381,False,False,data/tasks/phase0/task-2d13bcd2af3d.json
task-d70a6a067908,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T1,13,13,17.0,277758620,False,False,data/tasks/phase0/task-d70a6a067908.json
task-823016d66e8b,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T2,13,13,13.0,277758620,False,False,data/tasks/phase0/task-823016d66e8b.json
task-0048ea61bd04,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T3,13,13,12.0,277758620,False,False,data/tasks/phase0/task-0048ea61bd04.json
task-5fdd8e2eb8a7,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T4,13,13,12.0,277758620,True,True,data/tasks/phase0/task-5fdd8e2eb8a7.json
task-6910bd8bafb7,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T5,13,13,9.0,277758620,False,False,data/tasks/phase0/task-6910bd8bafb7.json
task-594739ec5f88,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T6,13,13,8.0,277758620,False,False,data/tasks/phase0/task-594739ec5f88.json
task-69c26eb6f9c2,g-14c0fab60fb67c6a,S3-b003-g-14c0fab60fb67c6a,S3,T7,13,13,3.0,277758620,False,False,data/tasks/phase0/task-69c26eb6f9c2.json
task-ac5da24a7304,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T1,13,13,17.0,2504664671,False,False,data/tasks/phase0/task-ac5da24a7304.json
task-9658e4b46449,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T2,13,13,17.0,2504664671,True,True,data/tasks/phase0/task-9658e4b46449.json
task-cd3cc7340a49,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T3,13,13,15.0,2504664671,False,False,data/tasks/phase0/task-cd3cc7340a49.json
task-16c545296405,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T4,13,13,15.0,2504664671,True,True,data/tasks/phase0/task-16c545296405.json
task-b6ea1899434e,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T5,13,13,15.0,2504664671,True,True,data/tasks/phase0/task-b6ea1899434e.json
task-712218eee882,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T6,13,13,14.0,2504664671,False,False,data/tasks/phase0/task-712218eee882.json
task-a76ddb128442,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T7,13,13,13.0,2504664671,False,False,data/tasks/phase0/task-a76ddb128442.json
task-1895af52a989,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T1,16,16,25.0,924433764,False,False,data/tasks/phase0/task-1895af52a989.json
task-fcd01acf4f29,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T2,16,16,25.0,924433764,True,True,data/tasks/phase0/task-fcd01acf4f29.json
task-9bd18c60584a,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T3,16,16,22.0,924433764,False,False,data/tasks/phase0/task-9bd18c60584a.json
task-791f82666548,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T4,16,16,18.0,924433764,False,False,data/tasks/phase0/task-791f82666548.json
task-9f9624caf915,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T5,16,16,16.0,924433764,False,False,data/tasks/phase0/task-9f9624caf915.json
task-48d9d0749b6b,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T6,16,16,16.0,924433764,True,True,data/tasks/phase0/task-48d9d0749b6b.json
task-e4871154e2ba,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T7,16,16,9.0,924433764,False,False,data/tasks/phase0/task-e4871154e2ba.json
task-6769c4d8737b,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T1,16,16,30.0,2274039142,False,False,data/tasks/phase0/task-6769c4d8737b.json
task-2b23b69975c2,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T2,16,16,27.0,2274039142,False,False,data/tasks/phase0/task-2b23b69975c2.json
task-7a6a740b7e01,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T3,16,16,26.0,2274039142,False,False,data/tasks/phase0/task-7a6a740b7e01.json
task-849e6de1f919,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T4,16,16,26.0,2274039142,True,True,data/tasks/phase0/task-849e6de1f919.json
task-0f8f9d41daf9,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T5,16,16,21.0,2274039142,False,False,data/tasks/phase0/task-0f8f9d41daf9.json
task-3b0e7d55687c,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T6,16,16,20.0,2274039142,False,False,data/tasks/phase0/task-3b0e7d55687c.json
task-fbea03384652,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T7,16,16,14.0,2274039142,False,False,data/tasks/phase0/task-fbea03384652.json
task-6b7bc9bf4bf9,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T1,16,16,23.0,3026777652,False,False,data/tasks/phase0/task-6b7bc9bf4bf9.json
task-353201fc7950,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T2,16,16,21.0,3026777652,False,False,data/tasks/phase0/task-353201fc7950.json
task-9462edaa463f,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T3,16,16,18.0,3026777652,False,False,data/tasks/phase0/task-9462edaa463f.json
task-0a446dc561e8,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T4,16,16,18.0,3026777652,True,True,data/tasks/phase0/task-0a446dc561e8.json
task-8a80748c9cc0,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T5,16,16,16.0,3026777652,False,False,data/tasks/phase0/task-8a80748c9cc0.json
task-dbeefd42d960,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T6,16,16,16.0,3026777652,True,True,data/tasks/phase0/task-dbeefd42d960.json
task-10a4d8da4127,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T7,16,16,13.0,3026777652,False,False,data/tasks/phase0/task-10a4d8da4127.json
task-3bc1d4c2abfa,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T1,16,16,20.0,1606064772,False,False,data/tasks/phase0/task-3bc1d4c2abfa.json
task-97df6ee72525,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T2,16,16,13.0,1606064772,False,False,data/tasks/phase0/task-97df6ee72525.json
task-3b61ef163609,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T3,16,16,12.0,1606064772,False,False,data/tasks/phase0/task-3b61ef163609.json
task-bc1b61792f39,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T4,16,16,10.0,1606064772,False,False,data/tasks/phase0/task-bc1b61792f39.json
task-63512107f5d2,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T5,16,16,9.0,1606064772,False,False,data/tasks/phase0/task-63512107f5d2.json
task-695606112ff1,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T6,16,16,8.0,1606064772,False,False,data/tasks/phase0/task-695606112ff1.json
task-559d635b7419,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T7,16,16,7.0,1606064772,False,False,data/tasks/phase0/task-559d635b7419.json
task-22338bb043f6,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T1,16,16,24.0,3233024341,False,False,data/tasks/phase0/task-22338bb043f6.json
task-aaac4ed8bc32,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T2,16,16,19.0,3233024341,False,False,data/tasks/phase0/task-aaac4ed8bc32.json
task-6bad334863d7,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T3,16,16,18.0,3233024341,False,False,data/tasks/phase0/task-6bad334863d7.json
task-3f17853c44b2,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T4,16,16,15.0,3233024341,False,False,data/tasks/phase0/task-3f17853c44b2.json
task-fd4a98f4b2c1,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T5,16,16,13.0,3233024341,False,False,data/tasks/phase0/task-fd4a98f4b2c1.json
task-a04ac9b321c0,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T6,16,16,13.0,3233024341,True,True,data/tasks/phase0/task-a04ac9b321c0.json
task-a8252e85e02d,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T7,16,16,12.0,3233024341,False,False,data/tasks/phase0/task-a8252e85e02d.json
task-72005c52d829,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T1,19,19,27.0,1427685053,False,False,data/tasks/phase0/task-72005c52d829.json
task-adb27c6f7bd8,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T2,19,19,24.0,1427685053,False,False,data/tasks/phase0/task-adb27c6f7bd8.json
task-671bc97d2e16,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T3,19,19,22.0,1427685053,False,False,data/tasks/phase0/task-671bc97d2e16.json
task-d282a08a32dd,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T4,19,19,17.0,1427685053,False,False,data/tasks/phase0/task-d282a08a32dd.json
task-27d977c8a97a,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T5,19,19,13.0,1427685053,False,False,data/tasks/phase0/task-27d977c8a97a.json
task-3af44a1b4814,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T6,19,19,12.0,1427685053,False,False,data/tasks/phase0/task-3af44a1b4814.json
task-c2226a3770a7,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T7,19,19,11.0,1427685053,False,False,data/tasks/phase0/task-c2226a3770a7.json
task-d921f468b227,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T1,19,19,17.0,3478783585,False,False,data/tasks/phase0/task-d921f468b227.json
task-cb6b00cf4433,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T2,19,19,15.0,3478783585,False,False,data/tasks/phase0/task-cb6b00cf4433.json
task-33b416ceadaa,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T3,19,19,10.0,3478783585,False,False,data/tasks/phase0/task-33b416ceadaa.json
task-c00f658260a4,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T4,19,19,9.0,3478783585,False,False,data/tasks/phase0/task-c00f658260a4.json
task-92fe5dc68ff4,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T5,19,19,7.0,3478783585,False,False,data/tasks/phase0/task-92fe5dc68ff4.json
task-92e111b0f97d,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T6,19,19,7.0,3478783585,True,True,data/tasks/phase0/task-92e111b0f97d.json
