task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,p_feas_O0,p_feas_O1,p_feas_O2,p_feas_O3,p_opt_O0,p_opt_O1,p_opt_O2,p_opt_O3,p_opt_given_feasible_O0,p_opt_given_feasible_O1,p_opt_given_feasible_O2,p_opt_given_feasible_O3,log_feasibility_gain_O0,log_feasibility_gain_O1,log_feasibility_gain_O2,log_feasibility_gain_O3,expected_route_cost_given_feasible_O0,expected_route_cost_given_feasible_O1,expected_route_cost_given_feasible_O2,expected_route_cost_given_feasible_O3,expected_total_penalty_O0,expected_total_penalty_O1,expected_total_penalty_O2,expected_total_penalty_O3,mean_energy_O0,mean_energy_O1,mean_energy_O2,mean_energy_O3,capacity_gap_mean,capacity_gap_penalty,capacity_gap_cvar,capacity_gap_p_feas_mean,capacity_gap_p_feas_penalty,capacity_gap_p_feas_cvar,capacity_gap_p_opt_mean,capacity_gap_p_opt_penalty,capacity_gap_p_opt_cvar,penalty_gap_closure_fraction,cvar_gap_closure_fraction,O2_base_kappa,tag_OBJECTIVE_LIMITED,tag_CAPACITY_LIMITED,tag_PENALTY_SURROGATE_SUCCESS,tag_CVAR_PARTIAL_ALIGNMENT,mechanistic_tags,pareto_nondominated_O0,pareto_nondominated_O1,pareto_nondominated_O2,pareto_nondominated_O3
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,1.9073486328125e-06,0.0019150671869625,0.0018453566257298,0.0164523732237981,0.0158027004731852,0.0019150671869625,0.0018453566257298,0.0164523732237981,0.0158027004731852,1.0,1.0,1.0,1.0,3.00175393269064,2.985650226116044,3.935798470580031,3.91830122611368,5.0,5.0,5.0,5.0,1.205467237506065,1.1944713805758442,1.5636021967161784,1.5450299201120627,1.2460692555575248,1.2346508791435673,1.6443193657240929,1.6242226578800396,0.9340445378893909,0.9501482444639873,0.01749724446635126,0.0145373060368356,0.0146070165980683,0.0006496727506129021,0.0145373060368356,0.0146070165980683,0.0006496727506129021,-0.017240833730461105,0.9812672268220862,1.042148760780945,True,False,False,False,OBJECTIVE_LIMITED,False,False,True,False
task-v2-4968f3a685c2,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D1,13,3.9133899436317554,0.0001220703125,0.001712038194821,0.0020861625863867,0.0147849211259211,0.0149150014151345,0.001712038194821,0.0020861625863867,0.0147849211259211,0.0149150014151345,1.0,1.0,1.0,1.0,1.146903393000338,1.2327380960535237,2.0832089556410955,2.087013242535677,18.0,18.0,18.0,18.0,1.2951849776266149,1.2969212392535718,1.579227615677114,1.8078541307527904,1.3355793197767845,1.3382552320662775,1.6496014206248182,1.8981670814790177,0.9363055626407575,0.8504708595875718,-0.0038042868945815655,0.013072882931100099,0.012698758539534399,-0.00013008028921340092,0.013072882931100099,0.012698758539534399,-0.00013008028921340092,0.09167381512836185,1.004063082658456,-0.10168452836737932,True,True,False,False,OBJECTIVE_LIMITED;CAPACITY_LIMITED,False,False,False,True
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,10,3.010299956639812,0.0009765625,0.0201278141372789,0.0231046616490888,0.0434188393146394,0.0305413482957717,0.0201278141372789,0.0231046616490888,0.0434188393146394,0.0305413482957717,1.0,1.0,1.0,1.0,1.3140965700946317,1.3739995696153051,1.6479781662237856,1.495188162395194,13.0,13.000000000000002,13.0,13.0,1.3909354486589751,1.3833156638085349,1.6278889594194583,1.5462645409230138,1.4561097503402116,1.4486578151331817,1.7146640944128302,1.6196671196824282,0.3338815961291539,0.27397859660848045,0.15279000382859165,0.023291025177360498,0.0203141776655506,0.012877491018867697,0.023291025177360498,0.0203141776655506,0.012877491018867697,0.17941390066166288,0.5423826721809232,0.10518404367317832,True,False,False,True,OBJECTIVE_LIMITED;CVAR_PARTIAL_ALIGNMENT,False,False,True,False
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,2.1072099696478683,0.0078125,0.1496859295673072,0.1031041292277914,0.1363480288934495,0.1002946856020147,0.1496859295673072,0.1031041292277914,0.1363480288934495,0.1002946856020147,1.0,1.0,1.0,1.0,1.2823909483578546,1.1204860283837017,1.2418588336205247,1.1084878909547582,12.0,12.000000000000002,12.0,12.0,1.1442860432675372,1.3487641352984914,1.3035147042158477,1.354870423532699,1.1859892931420444,1.4013704150369928,1.3591789964616865,1.4079863839740816,-0.04053211473732987,0.12137280523682303,0.13337094266576655,-0.013337900673857706,0.03324389966565809,0.036053343291434795,-0.013337900673857706,0.03324389966565809,0.036053343291434795,,,0.30764811827476707,False,False,False,False,NONE,True,False,False,False
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,5.11750992628768,7.62939453125e-06,0.0085917784394414,0.0087623436685623,0.0201108882033335,0.0187952675355513,0.0019401910745547,0.0019742828707541,0.0045777902296618,0.0055656910591503,0.2258194957225746,0.2253144758333893,0.2276274515266318,0.2961219386009173,3.0515929954149645,3.0601302089615245,3.420941178052411,3.391558438214965,11.870693831851796,11.87179189329843,11.98851207729498,11.84879077842933,1.2767121953534049,1.2757602742472145,1.5267750241745102,1.5853287794366495,1.3305738840773542,1.3300107747043983,1.6179327284975369,1.6649647186953571,0.3693481826374465,0.3608109690908865,0.029382739837445992,0.0115191097638921,0.0113485445347712,0.001315620667782201,0.0026375991551071,0.0026035073589077,-0.0009879008294885003,0.02311426980795562,0.9204470436875326,0.28567612216689037,True,False,False,False,OBJECTIVE_LIMITED,False,False,True,True
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,4.816479930623699,1.52587890625e-05,0.003685171123071,0.0038757071254639,0.0154482480605001,0.0091127435539044,0.003685171123071,0.0038757071254639,0.0154482480605001,0.0091127435539044,1.0,1.0,1.0,1.0,2.382937590004643,2.40483088202601,3.0053591651418943,2.776129079379441,19.0,19.0,19.0,19.0,1.3620246241483074,1.3679110612014385,1.7553467366532076,1.6413738112670309,1.4136582561021882,1.4203634051520404,1.8610498945203413,1.7234115793502298,0.6224215751372513,0.6005282831158842,0.2292300857624534,0.011763076937429099,0.011572540935036199,0.0063355045065957,0.011763076937429099,0.011572540935036199,0.0063355045065957,0.03517437842115177,0.6317125001460537,0.5641472514923005,True,False,False,True,OBJECTIVE_LIMITED;CVAR_PARTIAL_ALIGNMENT,False,False,True,False
task-v2-5acbf653f95a,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D2,13,3.612359947967774,0.000244140625,0.0254853558713653,0.0254670669907325,0.0350735980540465,0.0349164064282016,0.0161071282431723,0.0161312507562346,0.0202284807228309,0.0202081282647711,0.6320150412837632,0.6334161198109232,0.5767438142975795,0.5787573903495766,2.018650650318288,2.0183388786758822,2.1573402685930523,2.155389488021037,11.10395487614871,11.09975164056723,11.26976855710726,11.26372782895127,1.3986754351465869,1.409461551277225,1.5095144672981613,1.5051576183043216,1.4393707285695,1.4501717351136807,1.5600783519409849,1.5554754204374872,0.13868961827476411,0.13900138991717004,0.0019507805720153648,0.0095882421826812,0.009606531063314001,0.0001571916258448977,0.004121352479658599,0.0040972299665963,2.0352458059799683e-05,-0.0022479811126760616,0.9859341989956986,0.13945155544105142,True,False,False,False,OBJECTIVE_LIMITED,True,True,True,True
task-v2-5b0627539151,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D5,13,3.2144199392957367,0.0006103515625,0.078445727603518,0.0794822501701369,0.0848875271377457,0.0920212431323841,0.0171952782845131,0.0180793107154866,0.0179517794914518,0.0197380925863392,0.2191996786800403,0.227463498791072,0.2114772346038746,0.2144949569736141,2.1089892348446546,2.114690092935335,2.143263821610431,2.178308035230469,9.00341059618055,8.936734209871316,9.085171378424024,9.041647222695824,1.2307092897393097,1.229240972539024,1.2431225067969511,1.2468470633147015,1.279511971028392,1.2787197825580652,1.2947634676709907,1.3018684618250729,0.03427458676577633,0.028573728675096,-0.03504421362003818,0.006441799534227688,0.005405276967608799,-0.007133715994638412,0.000756501206938702,-0.00012753122403479783,-0.0017863130948874012,0.16632901016833607,2.022454737660917,0.13945155544105142,False,False,False,False,NONE,False,True,False,True
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,4.11750992628768,7.62939453125e-05,0.0204862817280642,0.0214876126387471,0.032470823434452,0.033405627701848,0.0065897541356626,0.006956395101284,0.0115328613289142,0.0110877347206624,0.3216666754433687,0.3237397852537627,0.3551761276456479,0.3319121801758278,2.4289730671427114,2.449698092574208,2.6290032284185885,2.641329562978737,17.66122237367135,17.64341020604532,17.498244025288738,17.62891872891508,1.2362131843016535,1.2326996360103604,1.4222884089890333,1.2827803441327228,1.3443184601577431,1.3414881497448463,1.5573803709317484,1.4016621146758197,0.20003016127587703,0.17930513584438046,-0.012326334560148311,0.011984541706387797,0.010983210795704898,-0.0009348042673959986,0.0049431071932516,0.0045764662276302,0.00044512660825180017,0.10360950218358864,1.061622379752762,0.5641472514923005,True,False,False,False,OBJECTIVE_LIMITED,False,False,True,True
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,4.214419939295737,6.103515625e-05,0.0164116958273562,0.0162326034542247,0.0208945925603217,0.0205794523647627,0.0052701102712904,0.0053011594252695,0.0069257806125404,0.0063651010893725,0.3211191778552119,0.3265748122424496,0.3314628219021743,0.3092939975541433,2.429573398496967,2.4248081187108994,2.5344538462169126,2.527853752961893,17.9259674013031,17.920008478996422,17.970509710425695,18.005045441222663,1.241091430028304,1.2460529693630753,1.2827748724812118,1.276902755868457,1.3304213340466755,1.33737661320755,1.3781697059478883,1.371299680012342,0.10488044771994565,0.1096457275060132,0.0066000932550194236,0.004482896732965497,0.004661989106096998,0.000315140195558998,0.0016556703412500002,0.0016246211872708999,0.0005606795231679002,-0.04543534938744658,0.9370703176950278,0.5641472514923005,True,False,False,False,OBJECTIVE_LIMITED,False,False,True,False
task-v2-5de325b6f026,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D3,13,3.436268688912093,0.0003662109375,0.0228699675544266,0.0324792194644236,0.0555960265760112,0.0646689418357218,0.0148383990619163,0.0201201786055874,0.03826004602778,0.0435486617202059,0.6488159209934817,0.6194785138733452,0.6881795046174873,0.6734092206245215,1.7955342373866392,1.947874272708852,2.18131244276436,2.2469644436481886,16.702368158013034,16.761042972253307,16.623640990765026,16.65318155875096,1.3848933954259257,1.3603017596596314,1.5248091637256067,1.551293153623213,1.4468135280779402,1.4206011911254477,1.608631304679989,1.6400332111228355,0.3857782053777208,0.23343817005550793,-0.06565200088382861,0.0327260590215846,0.023116807111587596,-0.009072915259710608,0.0234216469658637,0.0181398674221926,-0.005288615692425898,0.3948902068561769,1.1701806892370912,-0.10168452836737932,True,True,False,False,OBJECTIVE_LIMITED;CAPACITY_LIMITED,False,False,True,True
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,4.816479930623699,1.52587890625e-05,0.020188779998005,0.0164474203389556,0.0285803239870196,0.0281107995372971,0.0042341319864423,0.0034284446089012,0.0054981834847428,0.0054909974878031,0.2097269863191727,0.2084487742300196,0.1923765275453131,0.1953340914589701,3.1215900060733786,3.0325777222464554,3.2725470782758967,3.2653531287639788,12.22780745238078,11.997703591076808,12.477489038633005,12.444164956225393,1.3430946664786063,1.3348713685536384,1.3987029005507503,1.3944520910238225,1.4205608033781707,1.413240608116866,1.4844027830239233,1.4791976384653205,0.1509570722025182,0.23996935602944136,0.007193949511917985,0.0083915439890146,0.012132903648063999,0.00046952444972249777,0.0012640514983005002,0.0020697388758416,7.185996939699894e-06,-0.589652955825135,0.9523444022399503,0.28567612216689037,True,False,False,False,OBJECTIVE_LIMITED,True,False,True,True
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,4.214419939295737,6.103515625e-05,0.0089848799341612,0.0124836917318029,0.0339035687919134,0.0194551554240503,0.0024996722928351,0.0037014049135592,0.0128379664496517,0.0070116811816461,0.2782087586202685,0.2964992241942085,0.3786612119935251,0.360402218785586,2.167932217259411,2.310762975095672,2.74466535505216,2.503454643956845,15.78089166206894,15.676396053387576,15.390985966880123,15.372539850432377,1.4064919771871969,1.3890725670429651,1.5749280051773664,1.5017691001626852,1.4850651944399536,1.4690240020179597,1.6830737308761756,1.5896494034526765,0.5767331377927492,0.43390237995648784,0.24121071109531522,0.024918688857752197,0.021419877060110497,0.014448413367863098,0.010338294156816601,0.009136561536092502,0.005826285268005601,0.24765484845018215,0.5817637390865599,0.07030518097922192,True,False,False,True,OBJECTIVE_LIMITED;CVAR_PARTIAL_ALIGNMENT,False,False,True,False
task-v2-69173fedcdae,g-8a16a856f5377a40,v2-S3-b000-g-8a16a856f5377a40,S3,D7,13,3.0682919036174985,0.0008544921875,0.090472892299529,0.0954911439069204,0.134489667017478,0.1404557784554211,0.029622281537691,0.0318345175435754,0.0429598551891475,0.0461510611588459,0.3274160998370701,0.3333766487770422,0.3194286679553198,0.3285807224620076,2.0248103779802573,2.0482549994870967,2.196980821936012,2.2158315147213488,13.085090552992442,13.026288060923426,13.081907685736846,13.004873649050843,1.1087335236716729,1.1038427744975223,1.1460111349757969,1.1195145195478344,1.1779410590331572,1.1756055193874508,1.2349462161927558,1.207977231648474,0.17217044395575476,0.1487258224489154,-0.018850692785336687,0.044016774717949,0.0389985231105576,-0.005966111437943095,0.013337573651456502,0.011125337645572102,-0.0031912059696984005,0.1361709999009137,1.1094885530421297,-0.10168452836737932,True,True,False,False,OBJECTIVE_LIMITED;CAPACITY_LIMITED,False,True,False,True
task-v2-6996479d6302,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,D4,10,2.4082399653118496,0.00390625,0.1808988761819973,0.1779498664906944,0.1848263169315107,0.1801205095895208,0.0585444745211951,0.0572881359491754,0.0591514387513568,0.0602115923885235,0.3236309465090051,0.3219341327922332,0.3200379671758323,0.3342850435285833,1.665675834164625,1.6585376318164995,1.6750037746440074,1.6638031322925286,16.248104702570554,16.2866662761326,16.240508403541,15.910191655383745,1.2149201877129496,1.2185452835911217,1.2636107105908885,1.294685244993026,1.33086581115654,1.334800096192628,1.387151927869394,1.4192706937991693,0.009327940479382457,0.016466142827507912,0.011200642351478773,0.0039274407495134,0.0068764504408162785,0.004705807341989887,0.0006069642301616968,0.001863302802181395,-0.0010601536371667025,-0.7652495600613041,-0.20076263096184505,0.1130294833144868,False,False,False,False,NONE,True,False,True,True
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,5.24244866289598,5.7220458984375e-06,0.0081670058694931,0.0084934245898748,0.0165982765491345,0.0130237121172822,0.0040289049445759,0.0042155338861571,0.0074381070558841,0.0053200992600532,0.4933148094854976,0.4963291121913996,0.4481252637203443,0.4084933091383027,3.154511530604915,3.171531498087608,3.462511659125304,3.3571834506823865,12.791674941492746,12.783111902622972,12.926210461732712,13.043301291409932,1.3059784110249064,1.300184948597511,1.5290849189354765,1.5974449473468688,1.3615285300310238,1.356365450971328,1.617063135204257,1.67659395878716,0.3080001285203888,0.29098016103769586,0.10532820844291724,0.0084312706796414,0.008104851959259701,0.003574564431852301,0.0034092021113081997,0.0032225731697269992,0.0021180077958308993,0.05525961162566946,0.6580254399603448,0.28567612216689037,True,False,False,True,OBJECTIVE_LIMITED;CVAR_PARTIAL_ALIGNMENT,False,True,True,False
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,5.24244866289598,5.7220458984375e-06,0.0029960641981112,0.0035356996785542,0.0286690831127282,0.0290209760885955,0.0021303586934546,0.0024892632448268,0.0164633245433298,0.0167910054691862,0.7110524183018729,0.704036957642495,0.5742536124575466,0.5785816927013933,2.7189997778602426,2.790924031938998,3.6998624665697006,3.7051606782603415,9.197439918626191,9.288212379099583,11.042963510006548,10.982957577386244,1.181315834605459,1.1863497041003512,1.5168914684409829,1.5044712176612522,1.2220656163828247,1.228037046860453,1.600172850147904,1.586884632251086,0.980862688709458,0.9089384346307026,-0.005298211690640819,0.025673018914617,0.025133383434174,-0.00035189297586729965,0.0143329658498752,0.013974061298503,-0.0003276809258564023,0.07332754615570886,1.005401583475065,1.042148760780945,True,False,False,False,OBJECTIVE_LIMITED,True,True,False,True
