task_id,graph_id,optimizer,seed,O0_mean_energy,O3_mean_energy,O0_P_feas,O3_P_feas,O0_G_feas,O3_G_feas,delta_mean_energy_O3_minus_O0,delta_P_feas_O3_minus_O0,delta_G_feas_O3_minus_O0,O0_lower_energy_but_lower_feasibility_than_O3,O0_pass_improves_energy_but_reduces_feasibility_vs_embedded_p2
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,Nelder-Mead,2207,1.5520116850355736,1.7485193365895955,0.0009370098775545808,0.07186955937653841,-0.3189858699668727,1.5658149432344908,0.19650765155402183,0.07093254949898382,1.8848008132013634,True,True
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,Nelder-Mead,3301,1.5987635886189504,2.036046754554019,0.0004039663301841755,0.024045680873318015,-0.6843848700140241,1.0903070399667907,0.43728316593506866,0.02364171454313384,1.774691909980815,True,True
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,COBYLA,1103,1.4815563408147296,1.716894517586389,0.005974626107299255,0.028169371474432582,0.30948943419848124,0.9829558588728773,0.23533817677165936,0.022194745367133326,0.673466424674396,True,True
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,COBYLA,3301,1.439017327653732,1.7923958653063845,0.001256254191541167,0.048046048916903714,-0.3677437742723708,1.214836381039396,0.3533785376526526,0.046789794725362543,1.5825801553117669,True,True
task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,SLSQP,2207,1.3790587016249374,1.5791863184183073,0.005400128459489054,0.08511631291588473,0.2655827929623172,1.4631915044302466,0.20012761679336988,0.07971618445639568,1.1976087114679295,True,True
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,COBYLA,2207,1.7116157342042615,1.9157849216362437,0.00023943874195787577,0.004695704083516668,1.19567435262244,2.4881806511151434,0.2041691874319822,0.004456265341558792,1.2925062984927034,True,True
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,COBYLA,3301,1.687708994698113,1.7484001942091345,0.0036590135346008463,0.005614242798241396,2.379843946557858,2.5657711211907905,0.06069119951102153,0.0019552292636405497,0.1859271746329325,True,False
task-v2-3f363bac5736,g-60667963f6db3f1b,COBYLA,3301,1.7995165167065108,1.9241348088143093,0.00015132565657448497,0.030514035496059893,-0.8097874764467884,1.494799603737308,0.12461829210779851,0.030362709839485406,2.3045870801840964,True,True
task-v2-3f363bac5736,g-60667963f6db3f1b,Nelder-Mead,1103,1.6421569428231673,1.9456293134497964,5.091024547003494e-05,0.025014494242557007,-1.2828948523133303,1.4084916831321905,0.30347237062662913,0.024963583997086973,2.691386535445521,True,True
task-v2-3f363bac5736,g-60667963f6db3f1b,Nelder-Mead,2207,1.700491030065419,1.8113498778505377,0.00041612535164449346,0.04770427967786809,-0.3704758681970898,1.6888572991413127,0.11085884778511867,0.047288154326223596,2.0593331673384023,True,True
task-v2-3f363bac5736,g-60667963f6db3f1b,Nelder-Mead,3301,1.6077196136789524,2.059662248311432,0.0033143508764153866,0.019607213775412746,0.5306984400908538,1.302715840571022,0.45194263463247974,0.01629286289899736,0.7720174004801682,True,True
task-v2-3f363bac5736,g-60667963f6db3f1b,SLSQP,1103,1.6148721321827453,1.8471443622959387,0.0003553997431342492,0.026826000277180573,-0.43898293377784536,1.4388558813788501,0.23227223011319342,0.026470600534046325,1.8778388151566956,True,True
task-v2-3f363bac5736,g-60667963f6db3f1b,SLSQP,2207,1.7203983429834033,2.1809877659070596,0.00029144061538162615,0.025969995355441623,-0.5251499681054586,1.424771828598485,0.46058942292365623,0.02567855474006,1.9499217967039435,True,True
task-v2-3f363bac5736,g-60667963f6db3f1b,SLSQP,3301,1.7545520166227775,2.0186575323132905,0.000373432648226955,0.03353019573012163,-0.4174877588714493,1.5357360452390365,0.264105515690513,0.03315676308189467,1.9532238041104857,True,True
task-v2-420d9636beee,g-e0c69f84d376b633,COBYLA,1103,1.5729888953861813,1.8642112967591418,0.0005028094023985714,0.0029112675376813733,2.4209733078937568,3.183652035386909,0.2912224013729605,0.002408458135282802,0.7626787274931521,True,True
task-v2-420d9636beee,g-e0c69f84d376b633,COBYLA,2207,1.413188144521911,1.8667997532658829,0.00022441895475889824,0.0034200014800460513,2.070629452907183,3.253596211617887,0.4536116087439719,0.003195582525287153,1.182966758710704,True,True
task-v2-420d9636beee,g-e0c69f84d376b633,COBYLA,3301,1.5777204451468818,1.8426431161799781,0.0006584710137768321,0.002751918407433187,2.5381065794740434,3.1592054708248862,0.2649226710330963,0.002093447393656355,0.6210988913508428,True,True
task-v2-420d9636beee,g-e0c69f84d376b633,SLSQP,1103,1.2714332824239547,1.8314711994486597,4.028002260550377e-05,0.004215568616595139,1.3246596232271832,3.344426080299802,0.560037917024705,0.004175288593989635,2.0197664570726186,True,True
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,1103,1.3444411306866775,1.6670800119841223,0.00045634344322315583,0.006493996552295395,2.3788617325509196,3.5320819713359484,0.3226388812974448,0.0060376531090722396,1.1532202387850288,True,True
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,2207,1.3363257892925902,1.659928664359883,0.00039202318327586494,0.004033587609928764,2.312881668490859,3.3252614119169164,0.3236028750672928,0.0036415644266528987,1.0123797434260573,True,True
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,COBYLA,3301,1.5119233825126068,2.0235837628940776,0.0018559118540731315,0.006568303389109712,2.9881272633138387,3.5370231221979735,0.5116603803814708,0.00471239153503658,0.5488958588841348,True,True
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,Nelder-Mead,1103,1.4293266376323719,1.6720158922082127,0.002150827073627914,0.005609444137154907,3.0521754121555236,3.4684897449810754,0.24268925457584078,0.003458617063526993,0.41631433282555186,True,False
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,SLSQP,3301,1.200646996987794,1.8058341784408038,0.0006277456287949707,0.009492197261490733,2.5173536148718365,3.6969366725177437,0.6051871814530099,0.008864451632695763,1.1795830576459072,True,False
task-v2-4968f3a685c2,g-8a16a856f5377a40,COBYLA,1103,1.4040450075189717,1.8229547255029777,0.0002844438850147038,0.010468248356227842,0.36738654535686044,1.9332639612354239,0.418909717984006,0.010183804471213137,1.5658774158785635,True,True
task-v2-4968f3a685c2,g-8a16a856f5377a40,COBYLA,3301,1.5029776328868496,1.8722289205140805,0.000524701011233643,0.004455953125141913,0.6333018448279368,1.5623305572159012,0.3692512876272309,0.00393125211390827,0.9290287123879644,True,True
task-v2-4968f3a685c2,g-8a16a856f5377a40,SLSQP,1103,1.2555073504598244,1.9798277478961035,2.3560746383227093e-05,0.015341468846383858,-0.7144210119771844,2.0992568861221836,0.7243203974362791,0.015317908100000631,2.813677898099368,True,True
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,Nelder-Mead,2207,1.6562353575729718,1.8920222392566508,0.000797845366171003,0.040164548176692814,-0.08778131632798568,1.614142842455038,0.235786881683679,0.03936670281052181,1.7019241587830236,True,True
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,Nelder-Mead,3301,1.6580391107557135,2.1457290342982906,1.740003778151486e-05,0.014089498362070022,-1.7491498520726683,1.1591954875445452,0.4876899235425771,0.014072098324288507,2.908345339617213,True,True
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,SLSQP,1103,1.5425780094366104,1.7187501073433957,0.0007784852940377435,0.040109757161613795,-0.0984496304105548,1.6135499892599434,0.17617209790678534,0.039331271867576054,1.7119996196704983,True,True
task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,SLSQP,2207,1.5537751417425918,1.912156633548204,0.0004776365262526495,0.03805632284411059,-0.310602512208297,1.5907267793280138,0.3583814918056123,0.03757868631785794,1.9013292915363107,True,True
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,COBYLA,1103,1.623126188299544,2.1285718062803274,0.002835945217434954,0.1005135041545933,-0.4400921931201922,1.1094343835022227,0.5054456179807834,0.09767755893715835,1.5495265766224149,True,True
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,Nelder-Mead,2207,1.6337766558644973,2.2352715628582214,0.08556968987317233,0.05301487383168622,1.039529927643776,0.8316077018295387,0.6014949069937241,-0.03255481604148611,-0.20792222581423725,False,False
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,Nelder-Mead,3301,1.562976004319328,1.670610336437314,0.006447469647986201,0.1060235492369418,-0.08340072401569425,1.13261230819342,0.10763433211798601,0.09957607958895559,1.2160130322091143,True,True
task-v2-4e78b3f98433,g-553bb3c5ba0f2136,SLSQP,1103,1.5735677858179913,1.976220102515769,0.0068236295759583915,0.11026367833330054,-0.058774587439396175,1.1496424458485213,0.4026523166977778,0.10344004875734215,1.2084170332879174,True,True
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,1103,1.4353009091846718,1.745749292915043,0.001611817307197228,0.009484632817952832,2.32482574106908,3.0945304488372307,0.3104483837303713,0.007872815510755604,0.7697047077681507,True,True
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,2207,1.3084464335993302,1.8195448365946363,0.0004046355947545968,0.012202961166349046,1.7245740101736753,3.2039751555001663,0.5110984029953061,0.011798325571594449,1.479401145326491,True,True
task-v2-526a936f38d9,g-e0c69f84d376b633,COBYLA,3301,1.4753860319120142,1.6305647351182433,0.002193409597259232,0.0156699222838099,2.4586296656803217,3.3125767688445786,0.15517870320622906,0.013476512686550667,0.8539471031642569,True,True
task-v2-526a936f38d9,g-e0c69f84d376b633,SLSQP,2207,1.2960407164178567,1.7221568879195663,0.0006435478769471131,0.03498373393697839,1.9260907882048268,3.6613760876819494,0.42611617150170966,0.03434018606003127,1.7352852994771226,True,False
task-v2-59a464f36e13,g-bd62d2d752385cc7,COBYLA,2207,1.680208763137091,1.8052961751111827,0.0014885651736796972,0.004677452581141523,1.98924778468862,2.4864893240479193,0.12508741197409168,0.003188887407461826,0.49724153935929927,True,True
task-v2-59a464f36e13,g-bd62d2d752385cc7,COBYLA,3301,1.5541186313604887,2.032811434491439,0.004173146713055703,0.005894102896544116,2.4369435838593656,2.5868976439175935,0.4786928031309503,0.0017209561834884129,0.14995406005822787,True,False
task-v2-59a464f36e13,g-bd62d2d752385cc7,Nelder-Mead,2207,1.581405593294957,1.8686758568998363,0.0006033546344617586,0.01157919189214081,1.5970525835896265,2.8801581818086985,0.2872702636048794,0.010975837257679052,1.283105598219072,True,True
task-v2-59a464f36e13,g-bd62d2d752385cc7,Nelder-Mead,3301,1.5896568637450805,1.8151290812855994,0.00012358280491955016,0.003548586435006765,0.9084379786576122,2.3665353186835483,0.22547221754051883,0.003425003630087215,1.458097340025936,True,True
task-v2-59a464f36e13,g-bd62d2d752385cc7,SLSQP,1103,1.370224838370433,1.5490984483171881,0.00015544647845985174,0.003723701600850985,1.0080608184517506,2.387454802101597,0.17887360994675516,0.0035682551223911335,1.3793939836498466,True,False
task-v2-59a464f36e13,g-bd62d2d752385cc7,SLSQP,3301,1.4382295011797228,1.8134662674789856,0.00013086522005152046,0.0038809166916081664,0.9333041704004652,2.4054142508274623,0.37523676629926284,0.003750051471556646,1.472110080426997,True,False
task-v2-5acbf653f95a,g-a712031e7959d564,COBYLA,1103,1.3176497183614027,1.7598085057435902,6.200525054303185e-05,0.02644740657411546,-0.5952115853514395,2.0347430396217034,0.4421587873821875,0.02638540132357243,2.629954624973143,True,True
task-v2-5acbf653f95a,g-a712031e7959d564,COBYLA,3301,1.457377135798703,1.9607509898483566,0.0015448892369286297,0.03505893396974774,0.8012572954729067,2.1571586544176564,0.5033738540496535,0.03351404473281911,1.3559013589447497,True,True
task-v2-5acbf653f95a,g-a712031e7959d564,SLSQP,1103,1.2213606541023914,1.986814999579555,0.0010289192186665789,0.037616504456649213,0.6247412272350631,2.1877383838998004,0.7654543454771636,0.03658758523798263,1.5629971566647374,True,True
task-v2-5acbf653f95a,g-a712031e7959d564,SLSQP,3301,1.3370895881236216,2.0543337556083774,0.0010645412785105818,0.0506246270838079,0.6395224542135054,2.316721785058826,0.7172441674847558,0.04956008580529731,1.6771993308453208,True,True
task-v2-5b0627539151,g-a712031e7959d564,Nelder-Mead,1103,1.2970479558060173,1.631229498403707,0.004238580421636686,0.07209498463032914,0.8416403670489896,2.072324992876003,0.33418154259768973,0.06785640420869245,1.2306846258270132,True,True
task-v2-5b0627539151,g-a712031e7959d564,SLSQP,1103,1.2768312741400547,1.4474775386273966,0.00508608697259693,0.11404650352931057,0.9208037216780874,2.2715019143866715,0.17064626448734188,0.10896041655671365,1.3506981927085842,True,True
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,1103,1.4016698068491344,1.5390663822832407,0.0030643260808082594,0.020138986782803514,1.6038449038150375,2.4215475431653313,0.13739657543410622,0.017074660701995256,0.8177026393502937,True,True
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,2207,1.2351989414096745,1.6165140389028947,0.003945343288135014,0.014537367900192704,1.7135947238600902,2.279995707645645,0.38131509749322023,0.010592024612057691,0.566400983785555,True,True
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,COBYLA,3301,1.4923357193444107,1.5941443625077372,0.007291288175562564,0.011573447757735365,1.980314189600981,2.1809726818778357,0.1018086431633265,0.0042821595821728,0.20065849227685462,True,False
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,Nelder-Mead,1103,1.3477520363378754,1.4723736024844063,0.002957825238175252,0.01081437041214254,1.5884824366049792,2.151511167169462,0.12462156614653086,0.007856545173967288,0.5630287305644828,True,True
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,Nelder-Mead,2207,1.2991226177003787,1.3970953449936765,0.0026709451431212914,0.04407846884669802,1.5441748946967846,2.761736426310642,0.09797272729329776,0.041407523703576726,1.2175615316138573,True,True
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,SLSQP,2207,1.3710746261401598,1.4070072188700449,0.006926778883105562,0.046393001300590896,1.9580412505811053,2.7839623955109514,0.03593259272988503,0.03946622241748533,0.825921144929846,True,False
task-v2-5d31ef4af595,g-bd62d2d752385cc7,COBYLA,1103,1.4190728570865005,1.523728070946511,0.0034239700879204753,0.01577820363215836,1.748949901285717,2.412477496024013,0.10465521386001053,0.012354233544237887,0.6635275947382959,True,False
task-v2-5d31ef4af595,g-bd62d2d752385cc7,COBYLA,2207,1.260112642277813,1.6149228456065163,0.0028041610537004776,0.012964627970106817,1.6622228925007616,2.327179998168335,0.3548102033287033,0.01016046691640634,0.6649571056675736,True,True
task-v2-5d31ef4af595,g-bd62d2d752385cc7,Nelder-Mead,1103,1.3258293437771662,1.5208941231063222,0.002532394802068396,0.013806085918534673,1.6179513527238585,2.3544905110736063,0.195064779329156,0.011273691116466276,0.7365391583497478,True,True
task-v2-5d31ef4af595,g-bd62d2d752385cc7,Nelder-Mead,2207,1.257158071953565,1.6265446949041515,0.0016139621236845158,0.0248403022362073,1.4223132778182037,2.609576814967692,0.36938662295058644,0.02322634011252278,1.1872635371494884,True,True
task-v2-5d31ef4af595,g-bd62d2d752385cc7,SLSQP,1103,1.3083662329278474,1.567516021962341,0.005618282474094051,0.016555883392537597,1.9640235100203776,2.4333722981844126,0.2591497890344936,0.010937600918443546,0.469348788164035,True,True
task-v2-5d31ef4af595,g-bd62d2d752385cc7,SLSQP,2207,1.3382631304899264,1.4932966947415456,0.004233698722614187,0.025432147567635857,1.8411398889258512,2.6198029741625044,0.15503356425161918,0.02119844884502167,0.7786630852366532,True,True
task-v2-5de325b6f026,g-8a16a856f5377a40,COBYLA,1103,1.3794706257210545,1.8045011521171608,0.0003969319861156871,0.026741334161301845,0.03498478614079279,1.863451759917233,0.4250305263961063,0.026344402175186157,1.8284669737764403,True,True
task-v2-5de325b6f026,g-8a16a856f5377a40,COBYLA,3301,1.4610271831926571,2.0309114304571496,0.0014370096271231446,0.04904565636698368,0.5937283665748179,2.1268692398863416,0.5698842472644925,0.04760864673986054,1.5331408733115237,True,True
task-v2-5de325b6f026,g-8a16a856f5377a40,Nelder-Mead,1103,1.321507198207284,1.9134097656628575,5.1605556413313215e-05,0.033235386769609104,-0.8510348460939293,1.9578694260595515,0.5919025674555736,0.03318378121319579,2.8089042721534807,True,True
task-v2-5de325b6f026,g-8a16a856f5377a40,Nelder-Mead,3301,1.5024799291115651,1.9619458515028625,0.004142737267115733,0.04177643212934144,1.0535560800766668,2.057200035693189,0.45946592239129735,0.03763369486222571,1.0036439556165224,True,True
task-v2-5f165c277bb9,g-e0c69f84d376b633,COBYLA,1103,1.2421751865232264,1.605763546811221,0.0011097381125447622,0.019096326002127798,1.8617004322067852,3.097429750725701,0.36358836028799457,0.017986587889583038,1.235729318518916,True,True
task-v2-5f165c277bb9,g-e0c69f84d376b633,COBYLA,3301,1.2803742978982493,1.4746290296085394,0.0023715539832926914,0.024389266422263793,2.191512945497862,3.2036786684710883,0.19425473171029006,0.0220177124389711,1.0121657229732262,True,True
task-v2-5f165c277bb9,g-e0c69f84d376b633,SLSQP,3301,1.1889910068013867,1.5256150031709788,0.0012132841827424072,0.022473144172841686,1.9004424664793733,3.1681437685697023,0.33662399636959206,0.02125985999009928,1.267701302090329,True,False
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,COBYLA,1103,1.5024436086007968,1.807266652355074,0.0009035962057796158,0.013038831681404434,1.170394337935789,2.329658618341139,0.30482304375427716,0.012135235475624818,1.15926428040535,True,True
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,COBYLA,2207,1.4189007020840427,1.8002474796312966,0.0011604029544626387,0.012891116687014927,1.279028765170234,2.324710478837099,0.3813467775472539,0.011730713732552288,1.045681713666865,True,True
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,COBYLA,3301,1.546078419678107,1.6905811593147708,0.0050215197721470315,0.012185864324519362,1.915255116354638,2.3002762777452253,0.14450273963666382,0.007164344552372331,0.3850211613905872,True,True
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,SLSQP,2207,1.412885081390064,1.6346512615190265,0.0008605365743709045,0.03883972299893693,1.1491892726576396,2.803696063197457,0.22176618012896254,0.037979186424566026,1.6545067905398174,True,True
task-v2-69173fedcdae,g-8a16a856f5377a40,COBYLA,1103,1.3593273044086909,1.6210897524874668,0.006099934235672121,0.075891007230299,0.8536170564579929,1.9484822204663068,0.2617624480787759,0.06979107299462688,1.094865164008314,True,True
task-v2-69173fedcdae,g-8a16a856f5377a40,COBYLA,3301,1.5249098081110466,1.6920166084524997,0.06014333602829134,0.07705009431408763,1.8474794174800377,1.9550650782756067,0.1671068003414531,0.01690675828579629,0.10758566079556897,True,False
task-v2-69173fedcdae,g-8a16a856f5377a40,Nelder-Mead,1103,1.3676354804818311,1.3506657271862685,0.010584828497234088,0.0513372376185226,1.092975729288161,1.7787243998323805,-0.016969753295562606,0.04075240912128851,0.6857486705442195,False,True
task-v2-69173fedcdae,g-8a16a856f5377a40,Nelder-Mead,2207,1.3616266786896478,1.4506732895403296,0.010719165788484695,0.06700471888794055,1.0984528916276932,1.8943972931067778,0.08904661085068177,0.05628555309945585,0.7959444014790846,True,True
task-v2-69173fedcdae,g-8a16a856f5377a40,Nelder-Mead,3301,1.3482593057846686,1.7103814815794545,0.02841657029247873,0.06063686248929942,1.5218635636644597,1.8510286252844392,0.3621221757947859,0.03222029219682069,0.3291650616199795,True,False
task-v2-6996479d6302,g-60667963f6db3f1b,COBYLA,3301,1.3623349023642226,1.6877691908477714,0.16835275049827264,0.09090321190219874,1.6344601814708506,1.3668191938226806,0.32543428848354883,-0.0774495385960739,-0.26764098764817,False,False
task-v2-6996479d6302,g-60667963f6db3f1b,Nelder-Mead,3301,1.5533502641182682,1.7134185855105972,0.019005719278738085,0.08878957936972688,0.6871242756032888,1.3566019638856537,0.16006832139232907,0.0697838600909888,0.6694776882823649,True,False
task-v2-6e79cb6720c5,g-e0c69f84d376b633,COBYLA,1103,1.4500258477589383,1.8124636892515067,0.0012404628764397675,0.00791371681136111,2.3360324344879997,3.1408291680800073,0.3624378414925684,0.006673253934921342,0.8047967335920077,True,True
task-v2-6e79cb6720c5,g-e0c69f84d376b633,COBYLA,3301,1.4263868959952632,1.607177747237742,0.0009192104445593637,0.010146484121294864,2.205863613289794,3.2487642429541417,0.18079085124247873,0.0092272736767355,1.0429006296643477,True,True
task-v2-6e79cb6720c5,g-e0c69f84d376b633,Nelder-Mead,2207,1.4606618767239807,1.7972517224957238,0.0016084615767837293,0.025385876570071665,2.4488593537540417,3.6470408270113324,0.3365898457717431,0.023777414993287935,1.1981814732572906,True,True
task-v2-7133b996bac7,g-a87f1b9ac089cc45,COBYLA,1103,1.3540388486205162,1.6694518451808755,0.0009134792270133728,0.010558984815883722,2.2031473386173315,3.2660708282477917,0.31541299656035937,0.009645505588870349,1.0629234896304602,True,True
